provincia_iso;fecha;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
P;2020-06-04;1;1;0;0;0
PM;2020-06-04;6;6;0;0;0
PO;2020-06-04;1;1;0;0;0
S;2020-06-04;1;1;0;0;0
SA;2020-06-04;3;3;0;0;0
SE;2020-06-04;1;1;0;0;0
SG;2020-06-04;1;0;0;1;0
SO;2020-06-04;2;2;0;0;0
SS;2020-06-04;0;0;0;0;0
T;2020-06-04;6;5;0;1;0
TE;2020-06-04;1;1;0;0;0
TF;2020-06-04;0;0;0;0;0
TO;2020-06-04;5;5;0;0;0
V;2020-06-04;6;6;0;0;0
VA;2020-06-04;11;11;0;0;0
VI;2020-06-04;3;3;0;0;0
Z;2020-06-04;4;4;0;0;0
ZA;2020-06-04;2;2;0;0;0
A;2020-06-05;1;1;0;0;0
AB;2020-06-05;2;2;0;0;0
AL;2020-06-05;4;4;0;0;0
AV;2020-06-05;6;6;0;0;0
B;2020-06-05;118;98;0;20;0
BA;2020-06-05;0;0;0;0;0
BI;2020-06-05;7;7;0;0;0
BU;2020-06-05;3;3;0;0;0
C;2020-06-05;2;2;0;0;0
CA;2020-06-05;2;2;0;0;0
CC;2020-06-05;0;0;0;0;0
CE;2020-06-05;0;0;0;0;0
CO;2020-06-05;0;0;0;0;0
CR;2020-06-05;10;10;0;0;0
CS;2020-06-05;1;1;0;0;0
CU;2020-06-05;5;5;0;0;0
GC;2020-06-05;1;1;0;0;0
GI;2020-06-05;21;18;0;3;0
GR;2020-06-05;2;2;0;0;0
GU;2020-06-05;9;9;0;0;0
H;2020-06-05;0;0;0;0;0
HU;2020-06-05;1;1;0;0;0
J;2020-06-05;0;0;0;0;0
L;2020-06-05;39;38;0;1;0
LE;2020-06-05;5;5;0;0;0
LO;2020-06-05;2;2;0;0;0
LU;2020-06-05;0;0;0;0;0
M;2020-06-05;143;141;0;2;0
MA;2020-06-05;3;3;0;0;0
ME;2020-06-05;0;0;0;0;0
MU;2020-06-05;1;1;0;0;0
NA;2020-06-05;6;6;0;0;0
O;2020-06-05;2;2;0;0;0
OR;2020-06-05;0;0;0;0;0
P;2020-06-05;0;0;0;0;0
PM;2020-06-05;3;3;0;0;0
PO;2020-06-05;2;2;0;0;0
S;2020-06-05;2;2;0;0;0
SA;2020-06-05;5;5;0;0;0
SE;2020-06-05;1;1;0;0;0
SG;2020-06-05;7;7;0;0;0
SO;2020-06-05;4;4;0;0;0
SS;2020-06-05;3;2;0;1;0
T;2020-06-05;1;1;0;0;0
TE;2020-06-05;1;1;0;0;0
TF;2020-06-05;0;0;0;0;0
TO;2020-06-05;6;6;0;0;0
V;2020-06-05;6;6;0;0;0
VA;2020-06-05;3;3;0;0;0
VI;2020-06-05;2;1;0;1;0
Z;2020-06-05;3;3;0;0;0
ZA;2020-06-05;2;2;0;0;0
A;2020-06-06;1;1;0;0;0
AB;2020-06-06;1;1;0;0;0
AL;2020-06-06;0;0;0;0;0
AV;2020-06-06;1;1;0;0;0
B;2020-06-06;46;46;0;0;0
BA;2020-06-06;0;0;0;0;0
BI;2020-06-06;5;3;0;2;0
BU;2020-06-06;2;2;0;0;0
C;2020-06-06;0;0;0;0;0
CA;2020-06-06;0;0;0;0;0
CC;2020-06-06;0;0;0;0;0
CE;2020-06-06;0;0;0;0;0
CO;2020-06-06;1;1;0;0;0
CR;2020-06-06;8;8;0;0;0
CS;2020-06-06;0;0;0;0;0
CU;2020-06-06;0;0;0;0;0
GC;2020-06-06;0;0;0;0;0
GI;2020-06-06;7;7;0;0;0
GR;2020-06-06;0;0;0;0;0
GU;2020-06-06;3;3;0;0;0
H;2020-06-06;0;0;0;0;0
HU;2020-06-06;0;0;0;0;0
J;2020-06-06;0;0;0;0;0
L;2020-06-06;15;15;0;0;0
LE;2020-06-06;1;1;0;0;0
LO;2020-06-06;2;2;0;0;0
LU;2020-06-06;0;0;0;0;0
M;2020-06-06;75;73;0;2;0
MA;2020-06-06;4;4;0;0;0
ME;2020-06-06;0;0;0;0;0
MU;2020-06-06;3;3;0;0;0
NA;2020-06-06;1;1;0;0;0
O;2020-06-06;2;2;0;0;0
OR;2020-06-06;0;0;0;0;0
P;2020-06-06;2;2;0;0;0
PM;2020-06-06;2;2;0;0;0
PO;2020-06-06;1;1;0;0;0
S;2020-06-06;0;0;0;0;0
SA;2020-06-06;2;2;0;0;0
SE;2020-06-06;1;1;0;0;0
SG;2020-06-06;1;1;0;0;0
SO;2020-06-06;1;1;0;0;0
SS;2020-06-06;1;1;0;0;0
T;2020-06-06;2;2;0;0;0
TE;2020-06-06;0;0;0;0;0
TF;2020-06-06;4;4;0;0;0
TO;2020-06-06;9;9;0;0;0
V;2020-06-06;7;7;0;0;0
VA;2020-06-06;2;2;0;0;0
VI;2020-06-06;6;4;0;2;0
Z;2020-06-06;5;5;0;0;0
ZA;2020-06-06;0;0;0;0;0
A;2020-06-07;1;1;0;0;0
AB;2020-06-07;0;0;0;0;0
AL;2020-06-07;0;0;0;0;0
AV;2020-06-07;1;1;0;0;0
B;2020-06-07;37;35;0;2;0
BA;2020-06-07;0;0;0;0;0
BI;2020-06-07;9;9;0;0;0
BU;2020-06-07;2;2;0;0;0
C;2020-06-07;0;0;0;0;0
CA;2020-06-07;0;0;0;0;0
CC;2020-06-07;1;1;0;0;0
CE;2020-06-07;0;0;0;0;0
CO;2020-06-07;0;0;0;0;0
CR;2020-06-07;2;2;0;0;0
CS;2020-06-07;0;0;0;0;0
CU;2020-06-07;1;1;0;0;0
GC;2020-06-07;0;0;0;0;0
GI;2020-06-07;6;6;0;0;0
GR;2020-06-07;1;1;0;0;0
GU;2020-06-07;2;2;0;0;0
H;2020-06-07;0;0;0;0;0
HU;2020-06-07;1;1;0;0;0
J;2020-06-07;0;0;0;0;0
L;2020-06-07;12;11;0;0;1
LE;2020-06-07;0;0;0;0;0
LO;2020-06-07;1;1;0;0;0
LU;2020-06-07;0;0;0;0;0
M;2020-06-07;65;60;0;5;0
MA;2020-06-07;1;1;0;0;0
ME;2020-06-07;0;0;0;0;0
MU;2020-06-07;0;0;0;0;0
NA;2020-06-07;2;2;0;0;0
O;2020-06-07;1;1;0;0;0
OR;2020-06-07;0;0;0;0;0
P;2020-06-07;0;0;0;0;0
PM;2020-06-07;3;3;0;0;0
PO;2020-06-07;1;1;0;0;0
S;2020-06-07;3;3;0;0;0
SA;2020-06-07;4;4;0;0;0
SE;2020-06-07;0;0;0;0;0
SG;2020-06-07;3;3;0;0;0
SO;2020-06-07;1;1;0;0;0
SS;2020-06-07;1;1;0;0;0
T;2020-06-07;3;3;0;0;0
TE;2020-06-07;1;1;0;0;0
TF;2020-06-07;1;1;0;0;0
TO;2020-06-07;6;6;0;0;0
V;2020-06-07;6;6;0;0;0
VA;2020-06-07;2;2;0;0;0
VI;2020-06-07;2;2;0;0;0
Z;2020-06-07;2;2;0;0;0
ZA;2020-06-07;0;0;0;0;0
A;2020-06-08;2;2;0;0;0
AB;2020-06-08;2;1;0;1;0
AL;2020-06-08;0;0;0;0;0
AV;2020-06-08;1;1;0;0;0
B;2020-06-08;84;70;0;14;0
BA;2020-06-08;0;0;0;0;0
BI;2020-06-08;8;8;0;0;0
BU;2020-06-08;4;4;0;0;0
C;2020-06-08;2;2;0;0;0
CA;2020-06-08;0;0;0;0;0
CC;2020-06-08;1;1;0;0;0
CE;2020-06-08;0;0;0;0;0
CO;2020-06-08;0;0;0;0;0
CR;2020-06-08;9;9;0;0;0
CS;2020-06-08;1;1;0;0;0
CU;2020-06-08;4;4;0;0;0
GC;2020-06-08;0;0;0;0;0
GI;2020-06-08;12;12;0;0;0
GR;2020-06-08;0;0;0;0;0
GU;2020-06-08;4;4;0;0;0
H;2020-06-08;0;0;0;0;0
HU;2020-06-08;2;2;0;0;0
J;2020-06-08;0;0;0;0;0
L;2020-06-08;26;25;0;1;0
LE;2020-06-08;6;6;0;0;0
LO;2020-06-08;0;0;0;0;0
LU;2020-06-08;1;1;0;0;0
M;2020-06-08;142;134;0;8;0
MA;2020-06-08;1;1;0;0;0
ME;2020-06-08;0;0;0;0;0
MU;2020-06-08;2;2;0;0;0
NA;2020-06-08;0;0;0;0;0
O;2020-06-08;0;0;0;0;0
OR;2020-06-08;0;0;0;0;0
P;2020-06-08;5;5;0;0;0
PM;2020-06-08;2;2;0;0;0
PO;2020-06-08;1;1;0;0;0
S;2020-06-08;1;1;0;0;0
SA;2020-06-08;10;10;0;0;0
SE;2020-06-08;5;5;0;0;0
SG;2020-06-08;2;2;0;0;0
SO;2020-06-08;4;4;0;0;0
SS;2020-06-08;2;1;0;1;0
T;2020-06-08;1;1;0;0;0
TE;2020-06-08;1;1;0;0;0
TF;2020-06-08;1;1;0;0;0
TO;2020-06-08;14;14;0;0;0
V;2020-06-08;2;2;0;0;0
VA;2020-06-08;2;2;0;0;0
VI;2020-06-08;5;5;0;0;0
Z;2020-06-08;2;2;0;0;0
ZA;2020-06-08;0;0;0;0;0
A;2020-06-09;2;2;0;0;0
AB;2020-06-09;0;0;0;0;0
AL;2020-06-09;1;1;0;0;0
AV;2020-06-09;1;1;0;0;0
B;2020-06-09;78;47;0;31;0
BA;2020-06-09;0;0;0;0;0
BI;2020-06-09;8;8;0;0;0
BU;2020-06-09;3;3;0;0;0
C;2020-06-09;3;3;0;0;0
CA;2020-06-09;1;1;0;0;0
CC;2020-06-09;3;2;1;0;0
CE;2020-06-09;0;0;0;0;0
CO;2020-06-09;0;0;0;0;0
CR;2020-06-09;13;13;0;0;0
CS;2020-06-09;2;2;0;0;0
CU;2020-06-09;1;1;0;0;0
GC;2020-06-09;0;0;0;0;0
GI;2020-06-09;3;3;0;0;0
GR;2020-06-09;1;1;0;0;0
GU;2020-06-09;5;5;0;0;0
H;2020-06-09;0;0;0;0;0
HU;2020-06-09;5;5;0;0;0
J;2020-06-09;2;2;0;0;0
L;2020-06-09;10;9;0;1;0
LE;2020-06-09;4;4;0;0;0
LO;2020-06-09;1;1;0;0;0
LU;2020-06-09;0;0;0;0;0
M;2020-06-09;111;108;0;3;0
MA;2020-06-09;2;2;0;0;0
ME;2020-06-09;1;1;0;0;0
MU;2020-06-09;2;2;0;0;0
NA;2020-06-09;5;5;0;0;0
O;2020-06-09;0;0;0;0;0
OR;2020-06-09;0;0;0;0;0
P;2020-06-09;2;2;0;0;0
PM;2020-06-09;1;1;0;0;0
PO;2020-06-09;0;0;0;0;0
S;2020-06-09;0;0;0;0;0
SA;2020-06-09;4;4;0;0;0
SE;2020-06-09;1;1;0;0;0
SG;2020-06-09;2;2;0;0;0
SO;2020-06-09;3;3;0;0;0
SS;2020-06-09;6;1;0;5;0
T;2020-06-09;1;1;0;0;0
TE;2020-06-09;1;1;0;0;0
TF;2020-06-09;1;1;0;0;0
TO;2020-06-09;4;4;0;0;0
V;2020-06-09;4;4;0;0;0
VA;2020-06-09;4;4;0;0;0
VI;2020-06-09;3;2;0;1;0
Z;2020-06-09;4;4;0;0;0
ZA;2020-06-09;2;2;0;0;0
A;2020-06-10;1;1;0;0;0
AB;2020-06-10;2;2;0;0;0
AL;2020-06-10;1;1;0;0;0
AV;2020-06-10;1;1;0;0;0
B;2020-06-10;100;56;0;43;1
BA;2020-06-10;0;0;0;0;0
BI;2020-06-10;10;7;0;3;0
BU;2020-06-10;2;2;0;0;0
C;2020-06-10;0;0;0;0;0
CA;2020-06-10;1;1;0;0;0
CC;2020-06-10;1;1;0;0;0
CE;2020-06-10;0;0;0;0;0
CO;2020-06-10;0;0;0;0;0
CR;2020-06-10;6;6;0;0;0
CS;2020-06-10;0;0;0;0;0
CU;2020-06-10;1;1;0;0;0
GC;2020-06-10;0;0;0;0;0
GI;2020-06-10;6;6;0;0;0
GR;2020-06-10;0;0;0;0;0
GU;2020-06-10;5;3;0;2;0
H;2020-06-10;0;0;0;0;0
HU;2020-06-10;1;1;0;0;0
J;2020-06-10;0;0;0;0;0
L;2020-06-10;24;20;0;4;0
LE;2020-06-10;0;0;0;0;0
LO;2020-06-10;0;0;0;0;0
LU;2020-06-10;0;0;0;0;0
M;2020-06-10;115;115;0;0;0
MA;2020-06-10;3;3;0;0;0
ME;2020-06-10;0;0;0;0;0
MU;2020-06-10;1;1;0;0;0
NA;2020-06-10;4;4;0;0;0
O;2020-06-10;0;0;0;0;0
OR;2020-06-10;0;0;0;0;0
P;2020-06-10;0;0;0;0;0
PM;2020-06-10;4;4;0;0;0
PO;2020-06-10;0;0;0;0;0
S;2020-06-10;1;0;1;0;0
SA;2020-06-10;1;1;0;0;0
SE;2020-06-10;1;1;0;0;0
SG;2020-06-10;3;3;0;0;0
SO;2020-06-10;8;7;0;1;0
SS;2020-06-10;2;1;0;1;0
T;2020-06-10;1;1;0;0;0
TE;2020-06-10;0;0;0;0;0
TF;2020-06-10;0;0;0;0;0
TO;2020-06-10;10;9;0;1;0
V;2020-06-10;3;3;0;0;0
VA;2020-06-10;1;1;0;0;0
VI;2020-06-10;0;0;0;0;0
Z;2020-06-10;1;1;0;0;0
ZA;2020-06-10;1;1;0;0;0
A;2020-06-11;1;1;0;0;0
AB;2020-06-11;0;0;0;0;0
AL;2020-06-11;0;0;0;0;0
AV;2020-06-11;0;0;0;0;0
B;2020-06-11;87;49;0;37;1
BA;2020-06-11;0;0;0;0;0
BI;2020-06-11;10;8;0;2;0
BU;2020-06-11;0;0;0;0;0
C;2020-06-11;0;0;0;0;0
CA;2020-06-11;1;1;0;0;0
CC;2020-06-11;0;0;0;0;0
CE;2020-06-11;0;0;0;0;0
CO;2020-06-11;0;0;0;0;0
CR;2020-06-11;4;4;0;0;0
CS;2020-06-11;1;1;0;0;0
CU;2020-06-11;0;0;0;0;0
GC;2020-06-11;2;2;0;0;0
GI;2020-06-11;8;8;0;0;0
GR;2020-06-11;1;1;0;0;0
GU;2020-06-11;4;3;0;1;0
H;2020-06-11;0;0;0;0;0
HU;2020-06-11;2;2;0;0;0
J;2020-06-11;0;0;0;0;0
L;2020-06-11;18;14;0;4;0
LE;2020-06-11;2;2;0;0;0
LO;2020-06-11;1;1;0;0;0
LU;2020-06-11;1;1;0;0;0
M;2020-06-11;103;100;0;3;0
MA;2020-06-11;2;2;0;0;0
ME;2020-06-11;0;0;0;0;0
MU;2020-06-11;0;0;0;0;0
NA;2020-06-11;1;1;0;0;0
O;2020-06-11;3;3;0;0;0
OR;2020-06-11;0;0;0;0;0
P;2020-06-11;2;2;0;0;0
PM;2020-06-11;4;4;0;0;0
PO;2020-06-11;0;0;0;0;0
S;2020-06-11;4;4;0;0;0
SA;2020-06-11;2;2;0;0;0
SE;2020-06-11;0;0;0;0;0
SG;2020-06-11;3;3;0;0;0
SO;2020-06-11;3;3;0;0;0
SS;2020-06-11;1;1;0;0;0
T;2020-06-11;2;2;0;0;0
TE;2020-06-11;0;0;0;0;0
TF;2020-06-11;0;0;0;0;0
TO;2020-06-11;1;1;0;0;0
V;2020-06-11;9;9;0;0;0
VA;2020-06-11;4;4;0;0;0
VI;2020-06-11;1;1;0;0;0
Z;2020-06-11;3;3;0;0;0
ZA;2020-06-11;1;1;0;0;0
A;2020-06-12;3;3;0;0;0
AB;2020-06-12;0;0;0;0;0
AL;2020-06-12;0;0;0;0;0
AV;2020-06-12;3;2;0;1;0
B;2020-06-12;89;68;0;21;0
BA;2020-06-12;0;0;0;0;0
BI;2020-06-12;8;8;0;0;0
BU;2020-06-12;0;0;0;0;0
C;2020-06-12;1;1;0;0;0
CA;2020-06-12;1;1;0;0;0
CC;2020-06-12;1;1;0;0;0
CE;2020-06-12;0;0;0;0;0
CO;2020-06-12;1;1;0;0;0
CR;2020-06-12;5;5;0;0;0
CS;2020-06-12;1;1;0;0;0
CU;2020-06-12;1;1;0;0;0
GC;2020-06-12;2;2;0;0;0
GI;2020-06-12;6;6;0;0;0
GR;2020-06-12;0;0;0;0;0
GU;2020-06-12;3;2;0;1;0
H;2020-06-12;0;0;0;0;0
HU;2020-06-12;2;2;0;0;0
J;2020-06-12;0;0;0;0;0
L;2020-06-12;21;15;0;6;0
LE;2020-06-12;3;3;0;0;0
LO;2020-06-12;0;0;0;0;0
LU;2020-06-12;1;1;0;0;0
M;2020-06-12;123;122;0;1;0
MA;2020-06-12;1;1;0;0;0
ME;2020-06-12;0;0;0;0;0
MU;2020-06-12;0;0;0;0;0
NA;2020-06-12;1;1;0;0;0
O;2020-06-12;0;0;0;0;0
OR;2020-06-12;0;0;0;0;0
P;2020-06-12;1;1;0;0;0
PM;2020-06-12;7;7;0;0;0
PO;2020-06-12;1;1;0;0;0
S;2020-06-12;2;2;0;0;0
SA;2020-06-12;0;0;0;0;0
SE;2020-06-12;1;1;0;0;0
SG;2020-06-12;3;3;0;0;0
SO;2020-06-12;4;4;0;0;0
SS;2020-06-12;8;8;0;0;0
T;2020-06-12;0;0;0;0;0
TE;2020-06-12;0;0;0;0;0
TF;2020-06-12;1;1;0;0;0
TO;2020-06-12;9;9;0;0;0
V;2020-06-12;7;7;0;0;0
VA;2020-06-12;4;4;0;0;0
VI;2020-06-12;2;2;0;0;0
Z;2020-06-12;1;1;0;0;0
ZA;2020-06-12;3;3;0;0;0
A;2020-06-13;0;0;0;0;0
AB;2020-06-13;0;0;0;0;0
AL;2020-06-13;0;0;0;0;0
AV;2020-06-13;2;2;0;0;0
B;2020-06-13;23;20;0;3;0
BA;2020-06-13;1;1;0;0;0
BI;2020-06-13;9;6;0;3;0
BU;2020-06-13;1;1;0;0;0
C;2020-06-13;0;0;0;0;0
CA;2020-06-13;0;0;0;0;0
CC;2020-06-13;0;0;0;0;0
CE;2020-06-13;0;0;0;0;0
CO;2020-06-13;0;0;0;0;0
CR;2020-06-13;2;2;0;0;0
CS;2020-06-13;0;0;0;0;0
CU;2020-06-13;1;1;0;0;0
GC;2020-06-13;0;0;0;0;0
GI;2020-06-13;1;1;0;0;0
GR;2020-06-13;1;1;0;0;0
GU;2020-06-13;4;4;0;0;0
H;2020-06-13;0;0;0;0;0
HU;2020-06-13;2;2;0;0;0
J;2020-06-13;2;2;0;0;0
L;2020-06-13;17;17;0;0;0
LE;2020-06-13;1;1;0;0;0
LO;2020-06-13;2;2;0;0;0
LU;2020-06-13;0;0;0;0;0
M;2020-06-13;26;25;0;1;0
MA;2020-06-13;1;1;0;0;0
ME;2020-06-13;0;0;0;0;0
MU;2020-06-13;1;1;0;0;0
NA;2020-06-13;1;1;0;0;0
O;2020-06-13;0;0;0;0;0
OR;2020-06-13;0;0;0;0;0
P;2020-06-13;1;1;0;0;0
PM;2020-06-13;2;2;0;0;0
PO;2020-06-13;0;0;0;0;0
S;2020-06-13;1;1;0;0;0
SA;2020-06-13;0;0;0;0;0
SE;2020-06-13;0;0;0;0;0
SG;2020-06-13;0;0;0;0;0
SO;2020-06-13;2;2;0;0;0
SS;2020-06-13;1;1;0;0;0
T;2020-06-13;0;0;0;0;0
TE;2020-06-13;0;0;0;0;0
TF;2020-06-13;2;2;0;0;0
TO;2020-06-13;0;0;0;0;0
V;2020-06-13;3;3;0;0;0
VA;2020-06-13;4;3;0;1;0
VI;2020-06-13;3;3;0;0;0
Z;2020-06-13;2;2;0;0;0
ZA;2020-06-13;0;0;0;0;0
A;2020-06-14;0;0;0;0;0
AB;2020-06-14;0;0;0;0;0
AL;2020-06-14;1;1;0;0;0
AV;2020-06-14;0;0;0;0;0
B;2020-06-14;25;24;0;1;0
BA;2020-06-14;0;0;0;0;0
BI;2020-06-14;7;5;0;2;0
BU;2020-06-14;2;1;0;1;0
C;2020-06-14;0;0;0;0;0
CA;2020-06-14;0;0;0;0;0
CC;2020-06-14;0;0;0;0;0
CE;2020-06-14;0;0;0;0;0
CO;2020-06-14;0;0;0;0;0
CR;2020-06-14;3;3;0;0;0
CS;2020-06-14;0;0;0;0;0
CU;2020-06-14;0;0;0;0;0
GC;2020-06-14;1;1;0;0;0
GI;2020-06-14;12;12;0;0;0
GR;2020-06-14;1;1;0;0;0
GU;2020-06-14;1;1;0;0;0
H;2020-06-14;0;0;0;0;0
HU;2020-06-14;1;1;0;0;0
J;2020-06-14;0;0;0;0;0
L;2020-06-14;11;11;0;0;0
LE;2020-06-14;0;0;0;0;0
LO;2020-06-14;1;1;0;0;0
LU;2020-06-14;0;0;0;0;0
M;2020-06-14;48;46;0;2;0
MA;2020-06-14;2;2;0;0;0
ME;2020-06-14;0;0;0;0;0
MU;2020-06-14;3;3;0;0;0
NA;2020-06-14;2;2;0;0;0
O;2020-06-14;0;0;0;0;0
OR;2020-06-14;0;0;0;0;0
P;2020-06-14;0;0;0;0;0
PM;2020-06-14;4;4;0;0;0
PO;2020-06-14;1;1;0;0;0
S;2020-06-14;2;2;0;0;0
SA;2020-06-14;1;1;0;0;0
SE;2020-06-14;0;0;0;0;0
SG;2020-06-14;0;0;0;0;0
SO;2020-06-14;0;0;0;0;0
SS;2020-06-14;2;1;0;1;0
T;2020-06-14;3;3;0;0;0
TE;2020-06-14;0;0;0;0;0
TF;2020-06-14;0;0;0;0;0
TO;2020-06-14;6;6;0;0;0
V;2020-06-14;1;1;0;0;0
VA;2020-06-14;3;3;0;0;0
VI;2020-06-14;1;1;0;0;0
Z;2020-06-14;1;0;0;1;0
ZA;2020-06-14;0;0;0;0;0
A;2020-06-15;2;2;0;0;0
AB;2020-06-15;0;0;0;0;0
AL;2020-06-15;1;1;0;0;0
AV;2020-06-15;2;2;0;0;0
B;2020-06-15;55;37;0;18;0
BA;2020-06-15;3;3;0;0;0
BI;2020-06-15;7;7;0;0;0
BU;2020-06-15;0;0;0;0;0
C;2020-06-15;1;1;0;0;0
CA;2020-06-15;1;1;0;0;0
CC;2020-06-15;2;2;0;0;0
CE;2020-06-15;0;0;0;0;0
CO;2020-06-15;0;0;0;0;0
CR;2020-06-15;5;5;0;0;0
CS;2020-06-15;1;1;0;0;0
CU;2020-06-15;1;1;0;0;0
GC;2020-06-15;0;0;0;0;0
GI;2020-06-15;5;4;0;1;0
GR;2020-06-15;2;2;0;0;0
GU;2020-06-15;3;3;0;0;0
H;2020-06-15;0;0;0;0;0
HU;2020-06-15;5;5;0;0;0
J;2020-06-15;0;0;0;0;0
L;2020-06-15;30;27;0;3;0
LE;2020-06-15;3;3;0;0;0
LO;2020-06-15;0;0;0;0;0
LU;2020-06-15;1;1;0;0;0
M;2020-06-15;126;124;0;2;0
MA;2020-06-15;1;1;0;0;0
ME;2020-06-15;1;1;0;0;0
MU;2020-06-15;2;2;0;0;0
NA;2020-06-15;4;4;0;0;0
O;2020-06-15;0;0;0;0;0
OR;2020-06-15;0;0;0;0;0
P;2020-06-15;3;3;0;0;0
PM;2020-06-15;3;3;0;0;0
PO;2020-06-15;1;1;0;0;0
S;2020-06-15;1;1;0;0;0
SA;2020-06-15;0;0;0;0;0
SE;2020-06-15;2;2;0;0;0
SG;2020-06-15;1;1;0;0;0
SO;2020-06-15;1;1;0;0;0
SS;2020-06-15;2;1;0;1;0
T;2020-06-15;0;0;0;0;0
TE;2020-06-15;1;1;0;0;0
TF;2020-06-15;1;1;0;0;0
TO;2020-06-15;7;7;0;0;0
V;2020-06-15;8;8;0;0;0
VA;2020-06-15;4;4;0;0;0
VI;2020-06-15;8;7;0;1;0
Z;2020-06-15;0;0;0;0;0
ZA;2020-06-15;0;0;0;0;0
A;2020-06-16;1;1;0;0;0
AB;2020-06-16;0;0;0;0;0
AL;2020-06-16;1;1;0;0;0
AV;2020-06-16;2;2;0;0;0
B;2020-06-16;61;47;0;14;0
BA;2020-06-16;2;2;0;0;0
BI;2020-06-16;6;6;0;0;0
BU;2020-06-16;1;1;0;0;0
C;2020-06-16;0;0;0;0;0
CA;2020-06-16;0;0;0;0;0
CC;2020-06-16;0;0;0;0;0
CE;2020-06-16;0;0;0;0;0
CO;2020-06-16;0;0;0;0;0
CR;2020-06-16;5;5;0;0;0
CS;2020-06-16;0;0;0;0;0
CU;2020-06-16;2;2;0;0;0
GC;2020-06-16;2;2;0;0;0
GI;2020-06-16;8;8;0;0;0
GR;2020-06-16;5;5;0;0;0
GU;2020-06-16;1;1;0;0;0
H;2020-06-16;0;0;0;0;0
HU;2020-06-16;7;7;0;0;0
J;2020-06-16;2;2;0;0;0
L;2020-06-16;17;17;0;0;0
LE;2020-06-16;1;1;0;0;0
LO;2020-06-16;1;1;0;0;0
LU;2020-06-16;0;0;0;0;0
M;2020-06-16;54;54;0;0;0
MA;2020-06-16;1;1;0;0;0
ME;2020-06-16;0;0;0;0;0
MU;2020-06-16;1;1;0;0;0
NA;2020-06-16;12;12;0;0;0
O;2020-06-16;1;1;0;0;0
OR;2020-06-16;0;0;0;0;0
P;2020-06-16;0;0;0;0;0
PM;2020-06-16;4;4;0;0;0
PO;2020-06-16;1;1;0;0;0
S;2020-06-16;2;2;0;0;0
SA;2020-06-16;4;4;0;0;0
SE;2020-06-16;1;1;0;0;0
SG;2020-06-16;3;3;0;0;0
SO;2020-06-16;0;0;0;0;0
SS;2020-06-16;2;2;0;0;0
T;2020-06-16;1;1;0;0;0
TE;2020-06-16;1;1;0;0;0
TF;2020-06-16;0;0;0;0;0
TO;2020-06-16;13;13;0;0;0
V;2020-06-16;9;9;0;0;0
VA;2020-06-16;31;30;0;1;0
VI;2020-06-16;2;2;0;0;0
Z;2020-06-16;3;3;0;0;0
ZA;2020-06-16;0;0;0;0;0
A;2020-06-17;2;2;0;0;0
AB;2020-06-17;1;1;0;0;0
AL;2020-06-17;0;0;0;0;0
AV;2020-06-17;0;0;0;0;0
B;2020-06-17;64;47;0;16;1
BA;2020-06-17;0;0;0;0;0
BI;2020-06-17;7;6;0;1;0
BU;2020-06-17;1;1;0;0;0
C;2020-06-17;2;2;0;0;0
CA;2020-06-17;2;2;0;0;0
CC;2020-06-17;7;7;0;0;0
CE;2020-06-17;0;0;0;0;0
CO;2020-06-17;0;0;0;0;0
CR;2020-06-17;7;7;0;0;0
CS;2020-06-17;2;2;0;0;0
CU;2020-06-17;1;1;0;0;0
GC;2020-06-17;14;14;0;0;0
GI;2020-06-17;3;3;0;0;0
GR;2020-06-17;6;6;0;0;0
GU;2020-06-17;1;1;0;0;0
H;2020-06-17;0;0;0;0;0
HU;2020-06-17;4;4;0;0;0
J;2020-06-17;0;0;0;0;0
L;2020-06-17;34;34;0;0;0
LE;2020-06-17;2;2;0;0;0
LO;2020-06-17;0;0;0;0;0
LU;2020-06-17;1;1;0;0;0
M;2020-06-17;81;81;0;0;0
MA;2020-06-17;2;2;0;0;0
ME;2020-06-17;0;0;0;0;0
MU;2020-06-17;2;2;0;0;0
NA;2020-06-17;3;3;0;0;0
O;2020-06-17;0;0;0;0;0
OR;2020-06-17;0;0;0;0;0
P;2020-06-17;4;4;0;0;0
PM;2020-06-17;4;4;0;0;0
PO;2020-06-17;1;1;0;0;0
S;2020-06-17;3;3;0;0;0
SA;2020-06-17;0;0;0;0;0
SE;2020-06-17;0;0;0;0;0
SG;2020-06-17;2;2;0;0;0
SO;2020-06-17;2;2;0;0;0
SS;2020-06-17;2;2;0;0;0
T;2020-06-17;1;1;0;0;0
TE;2020-06-17;0;0;0;0;0
TF;2020-06-17;0;0;0;0;0
TO;2020-06-17;5;5;0;0;0
V;2020-06-17;4;4;0;0;0
VA;2020-06-17;7;7;0;0;0
VI;2020-06-17;2;0;0;2;0
Z;2020-06-17;2;2;0;0;0
ZA;2020-06-17;0;0;0;0;0
A;2020-06-18;2;2;0;0;0
AB;2020-06-18;0;0;0;0;0
AL;2020-06-18;1;1;0;0;0
AV;2020-06-18;0;0;0;0;0
B;2020-06-18;66;52;0;14;0
BA;2020-06-18;1;1;0;0;0
BI;2020-06-18;9;8;0;1;0
BU;2020-06-18;2;1;0;1;0
C;2020-06-18;2;2;0;0;0
CA;2020-06-18;13;13;0;0;0
